latest_degree,specialization,currently_employed,current_salary,location,recommended_for_job
PhD,Business Administration,0,69081,Chicago,0
Bachelor,Electrical Engineering,0,92856,San Francisco,0
Bachelor,Business Administration,1,118858,San Francisco,0
Master,Business Administration,1,49065,New York,0
Master,Electrical Engineering,0,113460,Los Angeles,1
Bachelor,Electrical Engineering,0,118092,Houston,1
PhD,Computer Science,1,84693,San Francisco,0
Master,Electrical Engineering,0,56962,Houston,0
PhD,Business Administration,1,58295,San Francisco,1
Bachelor,Business Administration,0,43807,San Francisco,1
Master,Electrical Engineering,0,72348,Chicago,0
Master,Business Administration,1,56432,New York,1
Bachelor,Computer Science,1,113285,Los Angeles,1
Master,Business Administration,1,87854,Los Angeles,1
Bachelor,Computer Science,0,70262,Chicago,1
Master,Business Administration,0,67080,Chicago,0
Bachelor,Computer Science,0,31324,Los Angeles,1
Master,Computer Science,1,65909,Los Angeles,0
PhD,Electrical Engineering,0,119339,New York,0
PhD,Computer Science,0,49870,San Francisco,0
PhD,Electrical Engineering,1,64578,New York,1
Master,Business Administration,0,102124,Los Angeles,1
Master,Business Administration,0,56790,San Francisco,0
PhD,Business Administration,1,55289,Los Angeles,1
PhD,Computer Science,1,85129,New York,0
Bachelor,Business Administration,1,45485,New York,0
Bachelor,Business Administration,1,74482,New York,1
Bachelor,Electrical Engineering,1,116188,San Francisco,1
PhD,Electrical Engineering,1,34748,Houston,1
PhD,Business Administration,1,116769,Houston,0
PhD,Business Administration,1,39435,Los Angeles,0
Bachelor,Computer Science,1,33709,San Francisco,1
Master,Computer Science,0,60355,Chicago,0
PhD,Business Administration,1,85771,Houston,0
Master,Electrical Engineering,1,87799,San Francisco,0
Master,Business Administration,0,43116,San Francisco,1
Master,Computer Science,1,55470,Houston,1
Bachelor,Electrical Engineering,0,72344,San Francisco,1
Master,Electrical Engineering,0,72918,San Francisco,0
PhD,Computer Science,1,82224,Houston,1
Bachelor,Business Administration,0,69298,New York,0
PhD,Business Administration,1,110219,Los Angeles,0
PhD,Business Administration,1,91629,Chicago,0
Bachelor,Computer Science,0,96040,Los Angeles,1
PhD,Electrical Engineering,0,58016,New York,0
PhD,Computer Science,0,53960,New York,1
Bachelor,Business Administration,1,63591,San Francisco,0
PhD,Computer Science,1,112848,Los Angeles,1
Master,Electrical Engineering,0,97641,New York,1
PhD,Computer Science,1,66395,Los Angeles,1
Master,Business Administration,1,52700,New York,1
PhD,Electrical Engineering,0,64620,Chicago,1
Bachelor,Computer Science,0,50559,New York,1
Bachelor,Computer Science,0,91642,Los Angeles,1
PhD,Electrical Engineering,0,106539,San Francisco,1
Bachelor,Electrical Engineering,0,51732,Los Angeles,0
PhD,Business Administration,0,60354,Houston,0
Bachelor,Electrical Engineering,0,43843,Los Angeles,0
Master,Business Administration,0,101726,Chicago,0
PhD,Computer Science,0,47640,Chicago,0
Master,Business Administration,0,82528,Chicago,1
Master,Computer Science,1,68413,New York,1
PhD,Electrical Engineering,1,82638,Chicago,1
Master,Computer Science,0,82736,Los Angeles,1
PhD,Electrical Engineering,1,98866,San Francisco,1
Master,Computer Science,1,49087,Chicago,0
PhD,Computer Science,1,71430,Los Angeles,0
PhD,Computer Science,1,54504,New York,1
Bachelor,Computer Science,1,37114,New York,0
PhD,Business Administration,1,108859,San Francisco,0
PhD,Computer Science,0,40975,San Francisco,1
Master,Business Administration,0,41023,Los Angeles,1
PhD,Electrical Engineering,1,51447,San Francisco,0
Bachelor,Electrical Engineering,1,53959,San Francisco,0
Master,Business Administration,0,96203,New York,1
Master,Electrical Engineering,1,59703,Los Angeles,0
Bachelor,Electrical Engineering,1,39337,San Francisco,1
Master,Computer Science,1,76427,Los Angeles,0
Master,Computer Science,1,91529,Chicago,0
Master,Computer Science,1,114665,New York,1
Master,Business Administration,0,61921,New York,0
Bachelor,Business Administration,0,63307,New York,1
Bachelor,Electrical Engineering,1,57355,Houston,0
Master,Computer Science,0,34835,Los Angeles,0
Master,Business Administration,1,50159,Chicago,1
Bachelor,Business Administration,1,77605,San Francisco,0
Bachelor,Computer Science,1,68088,Chicago,1
Bachelor,Business Administration,1,108752,Los Angeles,1
Master,Computer Science,1,85284,New York,0
Master,Electrical Engineering,1,87043,Houston,1
PhD,Electrical Engineering,1,65547,Los Angeles,1
Bachelor,Electrical Engineering,1,112844,Los Angeles,1
Master,Computer Science,1,57532,San Francisco,0
Bachelor,Business Administration,0,64349,Chicago,1
Master,Electrical Engineering,1,75445,Chicago,1
Bachelor,Electrical Engineering,0,35713,San Francisco,0
Master,Electrical Engineering,0,86178,Houston,1
PhD,Business Administration,1,79407,New York,1
PhD,Business Administration,0,100340,New York,1
Bachelor,Computer Science,1,80990,Houston,0
Master,Electrical Engineering,1,105672,San Francisco,0
Master,Business Administration,1,95545,Los Angeles,0
Bachelor,Computer Science,1,114791,Chicago,0
Master,Electrical Engineering,0,88141,Los Angeles,0
Bachelor,Business Administration,0,53793,Chicago,0
Master,Business Administration,1,86570,Los Angeles,1
Bachelor,Computer Science,0,67892,San Francisco,0
Master,Electrical Engineering,0,31015,San Francisco,0
Bachelor,Electrical Engineering,0,91813,Houston,0
Master,Business Administration,1,57712,Los Angeles,0
PhD,Electrical Engineering,0,38415,Los Angeles,1
Master,Computer Science,0,92292,Houston,1
Bachelor,Business Administration,0,53833,Houston,0
PhD,Business Administration,1,34158,San Francisco,1
Master,Computer Science,0,92680,San Francisco,0
PhD,Business Administration,0,50309,Los Angeles,1
Master,Electrical Engineering,1,36970,San Francisco,0
PhD,Electrical Engineering,0,102474,San Francisco,0
Bachelor,Business Administration,1,116704,Los Angeles,0
Master,Computer Science,1,76540,Houston,0
Master,Computer Science,1,50384,Los Angeles,1
Bachelor,Electrical Engineering,1,48017,New York,0
PhD,Computer Science,1,105880,Los Angeles,1
Bachelor,Business Administration,1,38702,New York,1
Bachelor,Business Administration,0,30384,Los Angeles,1
PhD,Electrical Engineering,1,30404,New York,0
Bachelor,Electrical Engineering,0,70943,New York,1
Master,Electrical Engineering,0,77926,Los Angeles,1
Master,Computer Science,1,59189,San Francisco,1
Master,Business Administration,0,42763,Chicago,0
Bachelor,Business Administration,0,48384,San Francisco,1
Master,Business Administration,0,90100,New York,0
Master,Electrical Engineering,1,39860,Los Angeles,1
Master,Business Administration,0,110642,Los Angeles,1
Master,Computer Science,0,80612,Los Angeles,0
Master,Computer Science,1,53574,Los Angeles,0
Master,Business Administration,0,53524,Chicago,1
Bachelor,Electrical Engineering,0,99172,Houston,0
Master,Business Administration,0,40916,New York,1
Master,Computer Science,1,34809,Chicago,1
PhD,Computer Science,0,62201,San Francisco,0
Bachelor,Computer Science,0,83330,Houston,0
Bachelor,Business Administration,1,43456,Houston,0
Bachelor,Computer Science,1,86397,Los Angeles,1
Bachelor,Electrical Engineering,1,68765,Chicago,1
Master,Business Administration,0,64816,San Francisco,1
Master,Business Administration,1,75106,Los Angeles,0
PhD,Computer Science,1,83932,Los Angeles,0
PhD,Computer Science,1,47100,New York,0
Bachelor,Electrical Engineering,0,87091,Houston,1
PhD,Business Administration,1,51949,San Francisco,0
PhD,Computer Science,1,100080,Houston,0
Bachelor,Electrical Engineering,1,67744,Chicago,1
Bachelor,Computer Science,1,75543,New York,0
PhD,Business Administration,1,66187,Los Angeles,0
Master,Computer Science,0,37239,New York,1
PhD,Business Administration,0,44489,Los Angeles,1
PhD,Computer Science,1,88017,New York,1
Master,Business Administration,1,91877,Los Angeles,1
Master,Electrical Engineering,1,73125,Houston,1
Bachelor,Business Administration,0,79922,Houston,1
Bachelor,Electrical Engineering,0,62049,Houston,0
PhD,Business Administration,0,67131,Houston,0
Master,Electrical Engineering,0,72944,New York,1
Bachelor,Computer Science,1,103963,Los Angeles,1
PhD,Business Administration,1,54285,Houston,0
Master,Computer Science,1,67626,New York,1
PhD,Electrical Engineering,1,72808,Los Angeles,1
Bachelor,Business Administration,0,118464,New York,0
Bachelor,Business Administration,1,83871,Houston,0
Master,Computer Science,0,49198,Chicago,1
PhD,Business Administration,0,49758,New York,1
Master,Business Administration,1,45254,Houston,0
Bachelor,Computer Science,0,74238,San Francisco,1
Bachelor,Business Administration,0,31252,Los Angeles,0
PhD,Computer Science,1,69764,Houston,0
PhD,Computer Science,0,107709,San Francisco,1
PhD,Computer Science,0,67441,New York,0
Master,Computer Science,1,83682,New York,0
PhD,Computer Science,0,89494,San Francisco,0
PhD,Electrical Engineering,0,111317,San Francisco,1
Bachelor,Electrical Engineering,1,95215,Los Angeles,1
Bachelor,Computer Science,0,108587,New York,1
PhD,Electrical Engineering,1,36949,San Francisco,0
PhD,Electrical Engineering,0,85393,Chicago,0
Bachelor,Business Administration,0,103553,Chicago,1
PhD,Computer Science,1,36941,San Francisco,0
Master,Electrical Engineering,1,55934,Los Angeles,0
Master,Business Administration,0,53386,New York,1
Master,Business Administration,1,91886,Chicago,0
PhD,Computer Science,0,105745,San Francisco,0
Bachelor,Computer Science,1,113251,San Francisco,0
PhD,Business Administration,0,83413,Houston,0
PhD,Computer Science,0,86800,San Francisco,0
Bachelor,Computer Science,0,72318,Los Angeles,0
Bachelor,Business Administration,0,100173,Chicago,1
Bachelor,Business Administration,0,100390,Houston,1
Master,Computer Science,1,82329,Chicago,0
PhD,Electrical Engineering,1,73088,Chicago,1
Bachelor,Computer Science,0,69811,Los Angeles,1
PhD,Electrical Engineering,0,85479,San Francisco,1
Master,Business Administration,1,115392,Los Angeles,0
Master,Electrical Engineering,1,117369,San Francisco,1
Bachelor,Business Administration,1,49963,Houston,0
Bachelor,Computer Science,1,85123,Los Angeles,1
PhD,Computer Science,1,103477,Los Angeles,1
Bachelor,Business Administration,0,44388,New York,0
PhD,Business Administration,0,35569,Los Angeles,1
Bachelor,Business Administration,1,99836,New York,0
PhD,Computer Science,1,66586,San Francisco,1
PhD,Computer Science,1,42015,San Francisco,1
PhD,Electrical Engineering,1,75002,San Francisco,1
PhD,Business Administration,1,36254,New York,1
Master,Electrical Engineering,1,47144,San Francisco,0
PhD,Computer Science,1,54214,Chicago,0
Bachelor,Electrical Engineering,1,110719,Los Angeles,1
Master,Electrical Engineering,1,101774,New York,0
Master,Computer Science,0,36090,San Francisco,1
PhD,Computer Science,1,41637,Chicago,0
Master,Business Administration,1,52415,Los Angeles,0
PhD,Electrical Engineering,0,54071,Los Angeles,0
Bachelor,Computer Science,0,88243,San Francisco,1
PhD,Computer Science,0,71240,Chicago,0
Master,Electrical Engineering,1,113807,New York,0
Bachelor,Computer Science,1,63434,San Francisco,1
PhD,Business Administration,1,99724,Los Angeles,1
Bachelor,Business Administration,1,105697,Los Angeles,1
Bachelor,Electrical Engineering,0,58732,Los Angeles,0
Master,Business Administration,1,41314,San Francisco,0
Bachelor,Computer Science,1,53954,Houston,0
Master,Computer Science,0,87108,Houston,0
Bachelor,Computer Science,1,117044,Houston,0
PhD,Computer Science,1,117505,Chicago,0
Bachelor,Electrical Engineering,1,66668,San Francisco,1
PhD,Business Administration,1,53061,Los Angeles,0
PhD,Business Administration,0,109252,Chicago,0
Bachelor,Computer Science,0,69749,Houston,0
PhD,Electrical Engineering,0,46907,New York,1
Bachelor,Computer Science,0,48777,Chicago,0
Bachelor,Computer Science,1,81745,Chicago,1
PhD,Electrical Engineering,1,111818,San Francisco,0
PhD,Electrical Engineering,1,53624,Chicago,1
Master,Computer Science,0,53321,San Francisco,1
PhD,Business Administration,0,40488,New York,1
Master,Computer Science,0,52574,Los Angeles,0
PhD,Business Administration,1,35240,Los Angeles,1
Bachelor,Business Administration,1,73221,Houston,0
PhD,Electrical Engineering,0,40478,Houston,1
Bachelor,Electrical Engineering,0,85645,New York,0
Bachelor,Computer Science,1,49262,Los Angeles,1
Bachelor,Business Administration,1,82796,Houston,1
Master,Business Administration,1,34432,Chicago,0
PhD,Computer Science,0,94291,San Francisco,1
Bachelor,Computer Science,0,109104,Houston,0
Bachelor,Computer Science,0,89399,New York,1
Master,Electrical Engineering,0,109714,Los Angeles,1
PhD,Computer Science,1,80428,New York,0
PhD,Computer Science,1,117731,San Francisco,0
Master,Business Administration,1,30302,San Francisco,0
Master,Computer Science,0,112558,New York,1
PhD,Business Administration,1,30055,Houston,0
Master,Business Administration,1,38717,Houston,0
PhD,Electrical Engineering,1,58699,Los Angeles,1
PhD,Computer Science,1,103686,Los Angeles,0
Bachelor,Computer Science,1,97661,Chicago,0
Bachelor,Business Administration,0,74247,Chicago,1
PhD,Electrical Engineering,1,46748,Los Angeles,1
PhD,Electrical Engineering,1,34621,Chicago,1
PhD,Computer Science,0,45034,New York,1
PhD,Business Administration,0,35126,Houston,1
PhD,Computer Science,1,35122,Chicago,0
PhD,Computer Science,1,48030,Chicago,1
Master,Computer Science,1,112838,New York,1
PhD,Computer Science,1,114717,San Francisco,1
Master,Business Administration,0,85658,Los Angeles,0
Master,Electrical Engineering,1,68638,New York,0
PhD,Computer Science,0,97067,San Francisco,0
PhD,Computer Science,1,118869,New York,0
Master,Computer Science,1,64674,Houston,1
Master,Computer Science,1,65854,New York,1
PhD,Electrical Engineering,0,76271,New York,1
PhD,Electrical Engineering,1,103688,Houston,0
Master,Electrical Engineering,1,68518,Los Angeles,1
Master,Electrical Engineering,0,40267,San Francisco,0
Master,Computer Science,1,31062,Chicago,0
Bachelor,Business Administration,0,80448,Los Angeles,0
Master,Electrical Engineering,1,36229,New York,1
Bachelor,Electrical Engineering,0,86793,Chicago,1
PhD,Computer Science,0,77915,Houston,1
PhD,Computer Science,0,34632,Los Angeles,1
Master,Computer Science,1,33596,San Francisco,0
PhD,Computer Science,0,36168,Los Angeles,1
PhD,Business Administration,0,37561,Los Angeles,0
PhD,Business Administration,1,103794,Chicago,0
PhD,Electrical Engineering,0,112152,Houston,0
Bachelor,Business Administration,1,56734,Houston,0
Bachelor,Electrical Engineering,1,36371,Los Angeles,0
Master,Electrical Engineering,0,56069,Houston,0
Master,Business Administration,0,109905,Chicago,0
Master,Electrical Engineering,1,42910,Chicago,1
PhD,Computer Science,0,103479,San Francisco,1
PhD,Electrical Engineering,0,107735,Houston,0
Bachelor,Computer Science,0,111264,San Francisco,1
Bachelor,Business Administration,0,53275,New York,1
Master,Business Administration,1,102274,Chicago,1
Bachelor,Electrical Engineering,1,111449,Los Angeles,1
Bachelor,Computer Science,0,90004,Chicago,0
Bachelor,Electrical Engineering,1,92981,New York,1
Bachelor,Business Administration,0,114659,Los Angeles,0
Bachelor,Electrical Engineering,0,84553,Houston,0
Master,Electrical Engineering,0,78447,Houston,1
Master,Computer Science,0,64529,Chicago,1
Bachelor,Business Administration,1,105703,Los Angeles,0
Master,Electrical Engineering,0,106090,Los Angeles,0
PhD,Computer Science,1,47260,San Francisco,1
Bachelor,Electrical Engineering,0,33812,New York,1
PhD,Computer Science,1,58024,Houston,0
Master,Computer Science,1,88656,Chicago,1
Master,Electrical Engineering,1,57285,Los Angeles,0
PhD,Business Administration,1,31605,Houston,0
Master,Business Administration,0,101158,Chicago,0
Bachelor,Computer Science,1,102303,Houston,0
PhD,Business Administration,0,57139,Chicago,1
Bachelor,Computer Science,1,107149,Houston,0
PhD,Business Administration,1,86138,San Francisco,0
Master,Electrical Engineering,1,106125,New York,1
PhD,Business Administration,0,43918,Houston,1
PhD,Computer Science,1,115655,New York,0
Bachelor,Computer Science,0,57446,Houston,1
Master,Business Administration,0,43046,Los Angeles,1
Bachelor,Electrical Engineering,0,54818,San Francisco,0
Master,Computer Science,1,34324,San Francisco,1
Bachelor,Computer Science,1,106323,New York,1
